bone morphogenetic protein signaling pathway,tumor suppressor gene.,electrochemical gradient establishment,blood vessel maturation,defense against infection,bone morphogenetic protein signaling
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,secretory granule location,dihydroorotate dehydrogenase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity
glutathione-disulfide reductase (nadph) activity,coenzyme q10 biosynthesis,dihydroorotate dehydrogenase activity,secretory granule location,homocysteine catabolic process,methyl/ethyl malonyl-coa decarboxylase activity
aldose 1-epimerase activity,histone h2axs140 phosphatase activity,phospholipid biosynthetic process,histone h2axy142 phosphatase activity,cellular response to prostaglandin d stimulus,secretory granule location
u5 snrnp,eif2 complex assembly,k48-linked ubiquitination,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,gamma-delta intraepithelial t cell differentiation
pyrroline-5-carboxylate reductase activity,glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,secretory granule location,rna polymerase ii ctd heptapeptide repeat s7 phosphatase activity
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,spliceosome,k48-linked ubiquitination
dynein axonemal particle component,multidrug resistance,udp-glucose metabolic process,x chromosome inactivation,cytoplasmic ribonucleoprotein granule association,cytochrome c
cytoplasmic ribonucleoprotein granule association,chromocenter,membrane protein proteolysis,dynein axonemal particle component,regulation of ovulation,cytoplasmic ribonucleoprotein granule
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,immune cell development,rna polymerase ii ctd isomerase activity,translational initiation
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,secretory granule location,cytokinesis regulation,phospholipid biosynthetic process
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,secretory granule location,phosphatidylethanolamine biosynthetic process,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity
glutathione-disulfide reductase (nadph) activity,phospholipid biosynthetic process,secretory granule location,histone h2axs140 phosphatase activity,cellular response to prostaglandin d stimulus,aldose 1-epimerase activity
cohesin loading,actin cytoskeleton dynamics,phospholipid biosynthetic process,glutathione-disulfide reductase (nadph) activity,store-operated calcium entry,cytokinesis regulation
metabolic enzyme,wd repeat,thiamine transmembrane transporter activity,fsh secretion suppression,carbohydrate sulfotransferase activity,developmentally regulated expression
fsh secretion suppression,3'(2'),thiamine triphosphate phosphatase activity,mrna degradation,3',wd repeat
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,immune cell development,rna polymerase ii ctd isomerase activity,translational initiation
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,immune cell development,rna polymerase ii ctd isomerase activity,secretory granule location
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,aldose 1-epimerase activity,phospholipid biosynthetic process,cellular response to prostaglandin d stimulus
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,secretory granule location,pyrroline-5-carboxylate reductase activity,cytokinesis regulation,dihydroorotate dehydrogenase activity
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,secretory granule location,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,rna polymerase ii ctd heptapeptide repeat s7 phosphatase activity
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,secretory granule location,cytokinesis regulation,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity
phospholipid biosynthetic process,aldose 1-epimerase activity,histone h2axy142 phosphatase activity,coenzyme q10 biosynthesis,histone h2axs140 phosphatase activity,cellular response to prostaglandin d stimulus
phospholipid biosynthetic process,store-operated calcium entry,rdna heterochromatin formation,'de novo' nad biosynthetic process from tryptophan,actin cytoskeleton dynamics,mast cell activation
pyrroline-5-carboxylate reductase activity,rna polymerase ii ctd isomerase activity,immune cell development,histone h2axs139 kinase activity,glutathione-disulfide reductase (nadph) activity,epithelial expression
glutathione-disulfide reductase (nadph) activity,pyrroline-5-carboxylate reductase activity,histone h2axs140 phosphatase activity,secretory granule location,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,rna polymerase ii ctd heptapeptide repeat s7 phosphatase activity
glutathione-disulfide reductase (nadph) activity,histone h2axs140 phosphatase activity,pyrroline-5-carboxylate reductase activity,secretory granule location,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,cytokinesis regulation
pyrroline-5-carboxylate reductase activity,glutathione-disulfide reductase (nadph) activity,immune cell development,histone h2axs140 phosphatase activity,rna polymerase ii ctd isomerase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity
methyl/ethyl malonyl-coa decarboxylase activity,glutathione-disulfide reductase (nadph) activity,eif2 complex assembly,secretory granule location,k48-linked ubiquitination,cellular response to prostaglandin d stimulus
glutathione-disulfide reductase (nadph) activity,methyl/ethyl malonyl-coa decarboxylase activity,secretory granule location,eif2 complex assembly,cellular response to prostaglandin d stimulus,k48-linked ubiquitination
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,secretory granule location,k48-linked ubiquitination,cellular response to prostaglandin d stimulus
glutathione-disulfide reductase (nadph) activity,methyl/ethyl malonyl-coa decarboxylase activity,secretory granule location,phosphatidylethanolamine biosynthetic process,histone h2axs140 phosphatase activity,myo-inositol transmembrane transporter activity
methyl/ethyl malonyl-coa decarboxylase activity,eif2 complex assembly,glutathione-disulfide reductase (nadph) activity,cellular response to prostaglandin d stimulus,secretory granule location,k48-linked ubiquitination
eif2 complex assembly,u5 snrnp,k48-linked ubiquitination,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,k63-linked ubiquitination
methyl/ethyl malonyl-coa decarboxylase activity,phosphatidylethanolamine biosynthetic process,eif2 complex assembly,k48-linked ubiquitination,alcohol dehydrogenase (nad+) activity,spliceosome
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,extrinsic apoptotic signaling pathway regulation,quaternary ammonium group transport,bcl2 interaction,solute:inorganic anion antiporter activity
eif2 complex assembly,methyl/ethyl malonyl-coa decarboxylase activity,extrinsic apoptotic signaling pathway regulation,quaternary ammonium group transport,bcl2 interaction,kinetochore association
scaffolding protein function,eif2 complex assembly,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,k48-linked ubiquitination,gamma-delta intraepithelial t cell differentiation
eif2 complex assembly,k48-linked ubiquitination,methyl/ethyl malonyl-coa decarboxylase activity,scaffolding protein function,u5 snrnp,k63-linked ubiquitination
u5 snrnp,scaffolding protein function,ctf18 rfc-like complex,gamma-delta intraepithelial t cell differentiation,ubiquinol to cytochrome c,u1 snrnp
gamma-delta intraepithelial t cell differentiation,scaffolding protein function,ctf18 rfc-like complex,u5 snrnp,methyl/ethyl malonyl-coa decarboxylase activity,ubiquinol to cytochrome c
tumor type association,electrochemical gradient establishment,tumor suppressor gene.,tumor suppressor gene regulation,nurd complex,blood vessel maturation
tumor suppressor gene regulation,tumor type association,nurd complex,tumor suppressor gene.,cell lysis,electrolyte balance
bone morphogenetic protein signaling pathway,protein tyrosine kinase adaptor activity,phosphoinositide binding,cancer-related protein expression,phospholipase activity,tumor microenvironment.
tumor suppressor control,regulation of blood pressure,mrna localization,mrna catabolism,regulation of feeding behavior,migration
tumor suppressor gene regulation,organelle biogenesis,tumor-suppressive effect.,tumor suppressor gene expression,nurd complex,tumor type association
cytoplasm protein quality control,vcp-npl4-ufd1 aaa atpase complex,sprouting angiogenesis,box c/d snornp assembly,aldo-keto reductase (nadph) activity,immune function regulation
cytoplasmic ribonucleoprotein granule association,cytoplasmic ribonucleoprotein granule localization,peptidyl-threonine phosphorylation,protein-protein interactions (β-catenin),chondroitin sulfate proteoglycan biosynthetic process,neuromuscular junction
cytoplasmic ribonucleoprotein granule localization,mitotic cell cycle progression,choline catabolic process,response to hormone,peptidyl-threonine phosphorylation,phosphatidylethanolamine n-methyltransferase activity
translocation complex,glutathione-disulfide reductase (nadph) activity,kinetochore association,neurodevelopment disruption,dihydroorotate dehydrogenase activity,extracellular matrix structural constituent conferring tensile strength
cytoplasmic ribonucleoprotein granule localization,type ii interferon receptor activity,mitotic cell cycle progression,therapy response,neuromuscular junction,cytoplasmic ribonucleoprotein granule association
myosin light chain phosphatase regulatory subunit f,chondroitin sulfate proteoglycan biosynthetic process,protein-protein interactions (β-catenin),cytoplasmic ribonucleoprotein granule association,cell leading edge,xenobiotic detoxification
3,protein autoubiquitination,nuclear export,nuclear envelope,protein homodimerization,aconitate hydratase activity
gamma-delta intraepithelial t cell differentiation,extrinsic apoptotic signaling pathway regulation,solute:inorganic anion antiporter activity,claudin-22,i-kappab/nf-kappab complex,keratin filament cross-linking
protein serine/threonine/tyrosine kinase activity,vesicle organization,chromocenter,bone mineralization regulation,ion channel modulation in cancer,maintenance of golgi location
protein localization to cell-cell junction,protein localization to cell junction,response to calcium ion,carbon dioxide transport,protein localization to synapse,mitochondrial respirasome assembly
protein serine/threonine/tyrosine kinase activity,cardiac muscle cell action potential involved in contraction,vesicle organization,maintenance of golgi location,bone mineralization regulation,docking
